date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:16:56	16423/16423	---MCZ	200	added ('OK')	text/css	etag:W/%22657354d1-4027%22	https://aaai.org/wp-content/themes/genesis-sample/shift-styles.css?ver=1.0	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis-sample/shift-styles5152.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:57	8805/8805	---MCZ	200	added ('OK')	text/css	etag:W/%2263bd3e6c-2265%22	https://aaai.org/wp-content/themes/genesis-sample/lib/gutenberg/front-end.css?ver=3.4.1	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis-sample/lib/gutenberg/front-end5589.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:57	1228/1228	---MCZ	200	added ('OK')	text/css	etag:W/%2263bd3e6e-4cc%22	https://aaai.org/wp-content/plugins/simple-social-icons/css/style.css?ver=3.0.2	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/simple-social-icons/css/style5b75.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:57	67887/67887	---MCZ	200	added ('OK')	text/css	etag:W/%2263c0696a-1092f%22	https://aaai.org/wp-content/plugins/ubermenu/pro/assets/css/ubermenu.min.css?ver=3.7.8	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/ubermenu/pro/assets/css/ubermenu.min3621.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:57	4015/4015	---MCZ	200	added ('OK')	text/css	etag:W/%2263c0696a-faf%22	https://aaai.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite.css?ver=6.4.3	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/ubermenu/assets/css/skins/blackwhite84fc.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:58	59305/59305	---MCZ	200	added ('OK')	text/css	etag:W/%2263c0696a-e7a9%22	https://aaai.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=6.4.3	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min84fc.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:58	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://aaai.org/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/website/aaai.org/wp-includes/js/jquery/jquery.minf43b.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:58	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://aaai.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/website/aaai.org/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:58	1802/1802	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bd3e6f-70a%22	https://aaai.org/wp-content/plugins/aaai/public/js/aaai-public.js?ver=1.0.0	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/aaai/public/js/aaai-public8a54.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:58	34179/34179	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264357ea9-8583%22	https://aaai.org/wp-content/plugins/cookie-law-info/legacy/public/js/cookie-law-info-public.js?ver=3.0.8	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/cookie-law-info/legacy/public/js/cookie-law-info-public6173.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:59	838/838	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bd3e6f-346%22	https://aaai.org/wp-content/plugins/memberclicks-auth/public/js/memberclicks-auth-public.js?ver=2.5.3	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/memberclicks-auth/public/js/memberclicks-auth-public91ee.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:59	293671/293671	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-47b27%22	https://code.jquery.com/jquery-3.6.3.js	C:/My%20Web%20Sites/website/code.jquery.com/jquery-3.6.3.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:16:59	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2008%20May%202024%2018:16:59%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/website/www.googletagmanager.com/gtm.165445.delayed	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:00	4683/4683	---M-Z	200	added ('OK')	text/css	date:Wed,%2008%20May%202024%2018:16:59%20GMT	https://use.typekit.net/fpw2eej.css	C:/My%20Web%20Sites/website/use.typekit.net/fpw2eej.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:00	220780/220780	---M-Z	200	added ('OK')	text/css	etag:W/%2235e6c-cZlWqlLbTIr9xcDPs8verWJYuKY%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/css/bootstrap.min.css	C:/My%20Web%20Sites/website/cdn.jsdelivr.net/npm/bootstrap@5.3.0-alpha1/dist/css/bootstrap.min.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:00	802/802	---M--	200	added ('OK')	image/png	etag:%2263bd3e6c-322%22	https://aaai.org/wp-content/uploads/2022/12/cropped-white-logo-32x32.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/cropped-white-logo-32x32.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:00	9312/9312	---M--	200	added ('OK')	image/png	etag:%2263bd3e6c-2460%22	https://aaai.org/wp-content/uploads/2022/12/cropped-white-logo-192x192.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/cropped-white-logo-192x192.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:01	8554/8554	---M--	200	added ('OK')	image/png	etag:%2263bd3e6c-216a%22	https://aaai.org/wp-content/uploads/2022/12/cropped-white-logo-180x180.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/cropped-white-logo-180x180.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2018:17:01%20GMT	https://aaaiprod.wpengine.com/wp-content/uploads/2022/12/header-texture.png	C:/My%20Web%20Sites/website/aaaiprod.wpengine.com/wp-content/uploads/2022/12/header-texture.1c.delayed	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:04	70435/70435	---M--	200	added ('OK')	image/png	etag:%2263bd3e6c-11323%22	http://aaai.org/wp-content/uploads/2022/12/header-texture.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/header-texture.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:04	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2018:17:01%20GMT	https://aaaiprod.wpengine.com/wp-content/uploads/2022/12/chat-1.png	C:/My%20Web%20Sites/website/aaaiprod.wpengine.com/wp-content/uploads/2022/12/chat-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:04	583/583	---M--	200	added ('OK')	image/png	etag:%226419eabe-247%22	http://aaai.org/wp-content/uploads/2022/12/chat-1.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/chat-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:04	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2018:17:04%20GMT	https://aaaiprod.wpengine.com/wp-content/uploads/2022/12/book-open-1.png	C:/My%20Web%20Sites/website/aaaiprod.wpengine.com/wp-content/uploads/2022/12/book-open-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:04	239/239	---M--	200	added ('OK')	image/png	etag:%226419eabe-ef%22	http://aaai.org/wp-content/uploads/2022/12/book-open-1.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/book-open-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2018:17:04%20GMT	https://aaaiprod.wpengine.com/wp-content/uploads/2022/12/file-filled-1.png	C:/My%20Web%20Sites/website/aaaiprod.wpengine.com/wp-content/uploads/2022/12/file-filled-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:05	305/305	---M--	200	added ('OK')	image/png	etag:%226419eabe-131%22	http://aaai.org/wp-content/uploads/2022/12/file-filled-1.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/file-filled-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20May%202024%2018:17:05%20GMT	https://aaaiprod.wpengine.com/wp-content/uploads/2022/12/user-square-1.png	C:/My%20Web%20Sites/website/aaaiprod.wpengine.com/wp-content/uploads/2022/12/user-square-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:05	495/495	---M--	200	added ('OK')	image/png	etag:%226419eabd-1ef%22	http://aaai.org/wp-content/uploads/2022/12/user-square-1.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2022/12/user-square-1.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:06	19258/19258	---M--	200	added ('OK')	image/png	etag:%2265f99195-4b3a%22	https://aaai.org/wp-content/uploads/2024/03/AAAI-Logo-Title-White.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2024/03/AAAI-Logo-Title-White.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:06	3455/3455	---M--	200	added ('OK')	image/png	etag:%226400bd44-d7f%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_about-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_about-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:06	2420/2420	---M--	200	added ('OK')	image/png	etag:%226400bd49-974%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_ethics-diversity-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_ethics-diversity-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:06	1460/1460	---M--	200	added ('OK')	image/png	etag:%226419e89e-5b4%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_conferences-symposia-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_conferences-symposia-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:07	2270/2270	---M--	200	added ('OK')	image/png	etag:%226400bd4b-8de%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_publications-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_publications-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:07	2374/2374	---M--	200	added ('OK')	image/png	etag:%226400bd45-946%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_ai-magazine-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_ai-magazine-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:07	3243/3243	---M--	200	added ('OK')	image/png	etag:%226400bd4a-cab%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_membership-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_membership-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:07	2214/2214	---M--	200	added ('OK')	image/png	etag:%226400bd47-8a6%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_career-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_career-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:07	3274/3274	---M--	200	added ('OK')	image/png	etag:%226400bd46-cca%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_ai-topics-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_ai-topics-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:08	2553/2553	---M--	200	added ('OK')	image/png	etag:%226400bd49-9f9%22	https://aaai.org/wp-content/uploads/2023/03/aaai-icon_contact-line-yellow.png	C:/My%20Web%20Sites/website/aaai.org/wp-content/uploads/2023/03/aaai-icon_contact-line-yellow.png	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:11	93138/93138	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20May%202024%2018:17:10%20GMT	https://aaai.org/conference/spring-symposia/sss24/sss@aaai.org	C:/My%20Web%20Sites/website/aaai.org/conference/spring-symposia/sss24/sss@aaai.org	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:11	6113/6113	---MCZ	200	added ('OK')	text/css	etag:W/%2264357ea9-17e1%22	https://aaai.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-table.css?ver=3.0.8	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/cookie-law-info/legacy/public/css/cookie-law-info-table6173.css	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:11	0/0	---M--	200	added ('OK')	application/javascript	etag:%2264356e5f-0%22	https://aaai.org/wp-content/plugins/essential-blocks/assets/js/eb-blocks-localize.js?ver=4.0.6	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/essential-blocks/assets/js/eb-blocks-localize8603.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:11	844/844	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263bd3e6f-34c%22	https://aaai.org/wp-content/plugins/cookie-law-info-controls/public/js/cookie-law-info-controls-public.js?ver=1.0.0	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/cookie-law-info-controls/public/js/cookie-law-info-controls-public8a54.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:11	923/923	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264356e63-39b%22	https://aaai.org/wp-content/plugins/genesis-blocks/dist/assets/js/dismiss.js?ver=1681223267	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/genesis-blocks/dist/assets/js/dismiss9b70.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:12	1499/1499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22625095f6-5db%22	https://aaai.org/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/website/aaai.org/wp-includes/js/hoverIntent.min3e5a.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:12	4499/4499	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662bc272-1193%22	https://aaai.org/wp-content/themes/genesis/lib/js/menu/superfish.min.js?ver=1.7.10	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis/lib/js/menu/superfish.mina71a.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:12	132/132	---M--	200	added ('OK')	application/javascript	etag:%22662bc272-84%22	https://aaai.org/wp-content/themes/genesis/lib/js/menu/superfish.args.min.js?ver=3.5.0	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis/lib/js/menu/superfish.args.min3b71.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:12	386/386	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662bc272-182%22	https://aaai.org/wp-content/themes/genesis/lib/js/skip-links.min.js?ver=3.5.0	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis/lib/js/skip-links.min3b71.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:13	3676/3676	---MCZ	200	added ('OK')	application/javascript	etag:W/%22662bc272-e5c%22	https://aaai.org/wp-content/themes/genesis/lib/js/menu/responsive-menus.min.js?ver=1.1.3	C:/My%20Web%20Sites/website/aaai.org/wp-content/themes/genesis/lib/js/menu/responsive-menus.minc358.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:13	39243/39243	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c0696a-994b%22	https://aaai.org/wp-content/plugins/ubermenu/assets/js/ubermenu.min.js?ver=3.7.8	C:/My%20Web%20Sites/website/aaai.org/wp-content/plugins/ubermenu/assets/js/ubermenu.min3621.js	(from https://aaai.org/conference/spring-symposia/sss24/)
14:17:13	5/5	---M--	200	added ('OK')	text/css	etag:%2264a808fb-5%22	https://p.typekit.net/p.css?s=1&k=fpw2eej&ht=tk&f=47880.47881.47882.47883.47884.47885&a=80581897&app=typekit&e=css	C:/My%20Web%20Sites/website/p.typekit.net/p5532.css	(from https://use.typekit.net/fpw2eej.css)
14:17:14	35072/35072	---M--	200	added ('OK')	application/font-woff2	etag:%221e3dc3eedc77b97dc749800861c6cf9d5bbe3296%22	https://use.typekit.net/af/6e9a94/00000000000000007735ee18/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/6e9a94/00000000000000007735ee18/30/le003	(from https://use.typekit.net/fpw2eej.css)
14:17:14	36148/36148	---M--	200	added ('OK')	application/font-woff	etag:%221e3dc3eedc77b97dc749800861c6cf9d5bbe3296%22	https://use.typekit.net/af/6e9a94/00000000000000007735ee18/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/6e9a94/00000000000000007735ee18/30/de003	(from https://use.typekit.net/fpw2eej.css)
14:17:14	57944/57944	---M-Z	200	added ('OK')	font/opentype	etag:W/%221e3dc3eedc77b97dc749800861c6cf9d5bbe3296%22	https://use.typekit.net/af/6e9a94/00000000000000007735ee18/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/6e9a94/00000000000000007735ee18/30/ae003	(from https://use.typekit.net/fpw2eej.css)
14:17:14	37312/37312	---M--	200	added ('OK')	application/font-woff2	etag:%221b74ac95abee08e52c29f1c098e4fc2dcb80f329%22	https://use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/laf99	(from https://use.typekit.net/fpw2eej.css)
14:17:15	38516/38516	---M--	200	added ('OK')	application/font-woff	etag:%221b74ac95abee08e52c29f1c098e4fc2dcb80f329%22	https://use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/daf99	(from https://use.typekit.net/fpw2eej.css)
14:17:15	61616/61616	---M-Z	200	added ('OK')	font/opentype	etag:W/%221b74ac95abee08e52c29f1c098e4fc2dcb80f329%22	https://use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5ffd1a/00000000000000007735ee1a/30/aaf99	(from https://use.typekit.net/fpw2eej.css)
14:17:15	38428/38428	---M--	200	added ('OK')	application/font-woff2	etag:%223a69b03fd0897cecd1fb6df73448e9bbe70882a5%22	https://use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/l5bba	(from https://use.typekit.net/fpw2eej.css)
14:17:15	39788/39788	---M--	200	added ('OK')	application/font-woff	etag:%223a69b03fd0897cecd1fb6df73448e9bbe70882a5%22	https://use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/d5bba	(from https://use.typekit.net/fpw2eej.css)
14:17:16	62776/62776	---M-Z	200	added ('OK')	font/opentype	etag:W/%223a69b03fd0897cecd1fb6df73448e9bbe70882a5%22	https://use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/afc8e2/00000000000000007735ee1b/30/a5bba	(from https://use.typekit.net/fpw2eej.css)
14:17:16	40604/40604	---M--	200	added ('OK')	application/font-woff2	etag:%229b3f16a63afcebe534ebe2ccae60cd7097d31d79%22	https://use.typekit.net/af/5fce99/00000000000000007735ee1c/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5fce99/00000000000000007735ee1c/30/l1f8b	(from https://use.typekit.net/fpw2eej.css)
14:17:16	42200/42200	---M--	200	added ('OK')	application/font-woff	etag:%229b3f16a63afcebe534ebe2ccae60cd7097d31d79%22	https://use.typekit.net/af/5fce99/00000000000000007735ee1c/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5fce99/00000000000000007735ee1c/30/d1f8b	(from https://use.typekit.net/fpw2eej.css)
14:17:16	66096/66096	---M-Z	200	added ('OK')	font/opentype	etag:W/%229b3f16a63afcebe534ebe2ccae60cd7097d31d79%22	https://use.typekit.net/af/5fce99/00000000000000007735ee1c/30/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i6&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/5fce99/00000000000000007735ee1c/30/a1f8b	(from https://use.typekit.net/fpw2eej.css)
14:17:16	41540/41540	---M--	200	added ('OK')	application/font-woff2	etag:%22c6f7f7e152680dc408ce0ff2f5798177e8fd8df0%22	https://use.typekit.net/af/ecc700/00000000000000007735ee1d/30/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/ecc700/00000000000000007735ee1d/30/l652f	(from https://use.typekit.net/fpw2eej.css)
14:17:17	43128/43128	---M--	200	added ('OK')	application/font-woff	etag:%22c6f7f7e152680dc408ce0ff2f5798177e8fd8df0%22	https://use.typekit.net/af/ecc700/00000000000000007735ee1d/30/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/website/use.typekit.net/af/ecc700/00000000000000007735ee1d/30/d652f	(from https://use.typekit.net/fpw2eej.css)
